funding_amount_cr,prior_experience_years,estimated_duration_months,actual_duration_months,delay,project_type_Health,project_type_Power,project_type_Road,project_type_Tourism,location_Assam,location_Manipur,location_Meghalaya,location_Mizoram,location_Nagaland,location_Sikkim,location_Tripura,approval_outcome_Rejected,approval_outcome_Revised,issues_found_Budget Miscalculation; Environmental Non-Compliance,issues_found_Budget Miscalculation; Environmental Non-Compliance; Technical Flaw,issues_found_Budget Miscalculation; Environmental Non-Compliance; Timeline Unrealistic,issues_found_Budget Miscalculation; Technical Flaw,issues_found_Budget Miscalculation; Technical Flaw; Environmental Non-Compliance,issues_found_Budget Miscalculation; Technical Flaw; Timeline Unrealistic,issues_found_Budget Miscalculation; Timeline Unrealistic,issues_found_Budget Miscalculation; Timeline Unrealistic; Environmental Non-Compliance,issues_found_Budget Miscalculation; Timeline Unrealistic; Technical Flaw,issues_found_Environmental Non-Compliance,issues_found_Environmental Non-Compliance; Budget Miscalculation,issues_found_Environmental Non-Compliance; Budget Miscalculation; Technical Flaw,issues_found_Environmental Non-Compliance; Budget Miscalculation; Timeline Unrealistic,issues_found_Environmental Non-Compliance; Technical Flaw,issues_found_Environmental Non-Compliance; Technical Flaw; Budget Miscalculation,issues_found_Environmental Non-Compliance; Technical Flaw; Timeline Unrealistic,issues_found_Environmental Non-Compliance; Timeline Unrealistic,issues_found_Environmental Non-Compliance; Timeline Unrealistic; Budget Miscalculation,issues_found_Environmental Non-Compliance; Timeline Unrealistic; Technical Flaw,issues_found_Technical Flaw,issues_found_Technical Flaw; Budget Miscalculation,issues_found_Technical Flaw; Budget Miscalculation; Environmental Non-Compliance,issues_found_Technical Flaw; Budget Miscalculation; Timeline Unrealistic,issues_found_Technical Flaw; Environmental Non-Compliance,issues_found_Technical Flaw; Environmental Non-Compliance; Budget Miscalculation,issues_found_Technical Flaw; Environmental Non-Compliance; Timeline Unrealistic,issues_found_Technical Flaw; Timeline Unrealistic,issues_found_Technical Flaw; Timeline Unrealistic; Budget Miscalculation,issues_found_Technical Flaw; Timeline Unrealistic; Environmental Non-Compliance,issues_found_Timeline Unrealistic,issues_found_Timeline Unrealistic; Budget Miscalculation,issues_found_Timeline Unrealistic; Budget Miscalculation; Environmental Non-Compliance,issues_found_Timeline Unrealistic; Budget Miscalculation; Technical Flaw,issues_found_Timeline Unrealistic; Environmental Non-Compliance,issues_found_Timeline Unrealistic; Environmental Non-Compliance; Budget Miscalculation,issues_found_Timeline Unrealistic; Environmental Non-Compliance; Technical Flaw,issues_found_Timeline Unrealistic; Technical Flaw,issues_found_Timeline Unrealistic; Technical Flaw; Budget Miscalculation,issues_found_Timeline Unrealistic; Technical Flaw; Environmental Non-Compliance,quality_score,cost_overrun_pct,quality_category
-0.094816948459168,-0.7461630908609923,-0.05122805080906181,0.2142639631929282,1.0408329997330665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,42.2,Good
-1.5512532631845362,-1.048989020593538,1.5136975435893043,1.7698278146459483,1.0408329997330665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,17.27,Good
0.7361118093778013,1.9792702767319177,0.49861067154712085,0.9396951823801537,1.0408329997330665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,35.66,Needs Revision
1.6194229734566563,-1.048989020593538,-0.6856573458354265,-1.049631666112651,-0.9607689228305228,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,0.0,Needs Revision
0.740904970733268,-0.14051123139590113,0.5155287860811569,0.46853882352659487,-0.9607689228305228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,46.28,Needs Revision
0.15168849267911697,-1.048989020593538,0.337888583473775,0.07964786066333958,-0.9607689228305228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,21.39,Needs Revision
-0.7247752980347856,1.9792702767319177,-0.4234265705578626,-0.38402982582746453,1.0408329997330665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,Needs Revision
-0.4063724365645006,-0.44333716112844673,1.2853029973798127,1.4856382648612623,1.0408329997330665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,33.7,Good
1.5975113786888087,-0.14051123139590113,1.116121852039449,0.9322165100173987,-0.9607689228305228,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,16.86,Needs Revision
0.5539716778700686,-0.7461630908609923,-1.2270370109245912,-0.9075368912203079,1.0408329997330665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,70.82,Good
